ticket_id,subject,body,class
310,,"Prezado Suporte ao Cliente,

Estamos escrevendo para informar sobre um problema crítico que enfrentamos com o Serviço de Gerenciamento da AWS. Parece que houve uma má configuração nas configurações da AWS, que levou a uma interrupção do serviço afetando a disponibilidade de nosso site por várias horas. Precisamos de assistência urgente para resolver esse problema e evitar quaisquer ocorrências futuras.

Por favor, examine este assunto assim que possível. Sua ação rápida será muito apreciada. Obrigado pelo seu suporte.

Atenciosamente,

<name>
<acc_num>",Cloud & Serviços Digitais
317,Crítico: Problemas com o Sistema de Bilhetagem,"Caro time de Suporte de TI,

Estou entrando em contato para alertá-los sobre um problema urgente que estamos enfrentando atualmente com nosso sistema de bilhetagem vinculado aos nossos Serviços de Consultoria de TI. Nossa organização, operando sob o número da conta <acc_num>, tem suportado erros contínuos que obstruem nossas funções diárias. Esta falha prejudica significativamente nossa capacidade de lidar prontamente com consultas e resoluções de clientes, o que está impactando negativamente nossos prazos de entrega de serviços.

Os problemas parecem ter começado há aproximadamente uma semana e, apesar de diversas tentativas de solução interna de nossa equipe, não conseguimos corrigir esses erros sozinhos. Os problemas notáveis incluem quedas frequentes do sistema, envios duplicados de tickets e desalinhamento inadequado de dados, todos os quais levaram a um aumento na insatisfação entre nossos clientes. Portanto, precisamos urgentemente de assistência técnica para resolver essas questões sem demora.

Solicito respeitosamente que sua equipe dê prioridade a este assunto, pois cada dia que passa amplifica nossos desafios operacionais. Por favor, informe-me se precisar de informações imediatas ou de logs específicos; podemos rapidamente fornecer esses dados para apoiar o processo de diagnóstico. Estou disponível no <tel_num> durante o horário comercial.

Obrigado pelo seu compromisso e atenção oportuna.

Atenciosamente,

<name>",Cloud & Serviços Digitais
333,Problemas técnicos com os recursos de vídeo e compartilhamento de tela do Zoom 5.11.0,"Caro(a) Equipe de Suporte ao Cliente de Serviços de TI,

Espero que esta mensagem o(a) encontre bem. Estou escrevendo para trazer à sua atenção alguns problemas técnicos significativos que encontrei recentemente ao usar a aplicação Zoom versão 5.11.0. Este problema é de alta prioridade, pois impacta diretamente as funcionalidades essenciais de videoconferência e compartilhamento de tela, afetando assim minhas operações diárias.

Em várias ocasiões, durante reuniões agendadas no Zoom, experimentei severas interrupções. Inicialmente, a funcionalidade de vídeo falhou ao iniciar corretamente, apresentando uma tela em branco, apesar de uma conexão de internet estável. Além disso, ao tentar compartilhar minha tela, o recurso torna-se intermitentemente não responsivo, às vezes me desconectando da reunião completamente. Esses problemas persistiram mesmo após várias tentativas de resolvê-los através de etapas padrão de solução de problemas, incluindo reiniciar a aplicação, garantir que todas as atualizações estavam instaladas e verificar se todos os requisitos do sistema foram atendidos.

A natureza desses problemas técnicos prejudica severamente a eficácia das reuniões virtuais, levando a desafios significativos na manutenção de uma comunicação sem interrupções com colegas e clientes. Como o Zoom é fundamental para nosso fluxo de trabalho, esse problema contínuo está causando considerável inconveniência, sem mencionar uma possível queda na produtividade.

Peço a sua assistência para resolver este assunto na sua conveniência mais rápida. Se necessário, posso fornecer logs ou qualquer informação adicional que possa ajudar a diagnosticar e corrigir esses problemas. É crucial que garantamos que essas funcionalidades estejam operacionalmente confiáveis para facilitar a comunicação e colaboração ininterruptas.

Obrigado pela sua atenção imediata a esta questão de alta prioridade. Aguardo sua rápida resposta e uma solução viável. Sinta-se à vontade para me contatar pelos meus detalhes fornecidos.

Atenciosamente,

<name>",Loja Online e Casos Especiais
337,,"Prezado Suporte ao Cliente,

Estamos escrevendo para informá-lo sobre um problema crítico que enfrentamos com o Serviço de Gerenciamento da AWS. Parece que houve uma má configuração nas configurações da AWS, o que levou a uma interrupção do serviço, afetando a disponibilidade do nosso site por várias horas. Precisamos de assistência urgente para resolver esse problema e evitar ocorrências futuras.

Por favor, analise este assunto na sua primeira oportunidade. Sua ação rápida será muito apreciada. Obrigado pelo seu suporte.

Atenciosamente,

<name>
<acc_num>",Cloud & Serviços Digitais
339,Pedido de Troca: MacBook Air M1 com Defeito Após Uso,"Caro Suporte ao Cliente,

Recentemente comprei um MacBook Air M1 e encontrei o teclado com defeito em duas semanas. Posso solicitar uma troca? Meu número do pedido é <order_num>.

Obrigado,
<name>
<tel_num>",Loja Online e Casos Especiais
341,,"Caro time de suporte da Tech Online Store,

Espero que esta mensagem os encontre bem. Estou escrevendo para solicitar assistência imediata em relação a um problema de conectividade que estou enfrentando com o recurso de impressão sem fio da minha impressora Canon PIXMA MG3620. O dispositivo tem sido integral às minhas tarefas diárias, e esse problema inesperado interrompeu meu fluxo de trabalho.

A função de impressão pela rede sem fio deixou de operar, o que está impactando criticamente minha eficiência. Verifiquei as configurações da minha rede e tentei etapas básicas de solução de problemas, mas o problema persiste. Dada a urgência da situação, eu apreciaria a orientação rápida de vocês ou a escalonamento deste assunto.

Minha impressora Canon PIXMA MG3620, com o número de série <serial_num>, foi comprada em sua loja online. Agradeço a atenção a esta questão urgente.

Atenciosamente,

<name>
<tel_num>
<email>",Loja Online e Casos Especiais
342,Urgente: Problema de Conectividade do Roteador,"Caro Suporte de Serviços de TI,

Estamos enfrentando desconexões frequentes com nosso Roteador Cisco ISR4331, o que está interrompendo severamente nossos serviços de rede. Este problema requer uma resolução imediata para manter a conectividade estável da empresa.

Por favor, examine este assunto com urgência.

Atenciosamente,
<name>
Número da Conta: <acc_num>
Telefone: <tel_num>",Infraestrutura de Rede
346,Assistência Necessária: Problema de Configuração de Wi-Fi para Impressora Canon PIXMA MG3620,"Caro Time de Suporte ao Cliente,

Espero que esta mensagem os encontre bem. Estou escrevendo para buscar assistência em relação a um problema de configuração sem fio que estou enfrentando com minha impressora, a Canon PIXMA MG3620. Atualmente, não consigo conectar a impressora à minha rede Wi-Fi, o que está afetando minha capacidade de concluir tarefas de impressão de forma eficiente.

Tentei vários métodos de solução de problemas, incluindo redefinir a impressora e verificar minha conexão Wi-Fi para outros dispositivos, mas infelizmente, o problema persiste. Dada a importância de ter uma conexão sem fio funcional para minhas necessidades de impressão, eu gostaria muito de receber qualquer orientação ou instruções detalhadas que você possa fornecer para resolver esse problema de configuração.

Você poderia me aconselhar sobre os próximos passos a serem tomados, ou se há alguma documentação disponível que possa me ajudar a resolver esse problema? Seu apoio seria imensamente útil para garantir que minha impressora funcione como deveria.

Agradeço antecipadamente pela sua assistência. Aguardo sua resposta rápida.

Atenciosamente,

<name>",Loja Online e Casos Especiais
376,Discrepância de Cobrança com o Serviço AWS,"Caro Suporte ao Cliente,

Estou escrevendo para expressar minhas preocupações em relação às discrepâncias na minha fatura recente pelo Serviço de Gerenciamento da AWS. Parece que estou sendo cobrado por um uso incomumente alto e há cobranças inesperadas listadas que não correspondem aos meus registros. Você poderia, por favor, revisar minha conta, <acc_num>, e fornecer esclarecimentos sobre essas cobranças? Além disso, por favor, informe como elas podem ser corrigidas. Agradeço sua pronta atenção a este assunto.

Obrigado,
<name>
<tel_num>",Cloud & Serviços Digitais
397,Problemas de Conectividade com Impressora Canon,"Prezada Equipe de Suporte da Tech Online Store, estou escrevendo para relatar problemas de conectividade com minha impressora Canon PIXMA MG3620 durante impressões móveis. Ela frequentemente perde a conexão sem fio, interrompendo as minhas tarefas de impressão. Por favor, ajudem a resolver esse problema persistente para que eu possa usar minha impressora de forma eficiente. A sua resposta rápida será muito apreciada. Obrigado pela sua ajuda. Atenciosamente, <name>",Loja Online e Casos Especiais
404,Solicitação de Assistência para Dicas de Otimização do Excel,Estou enfrentando um desempenho lento com o Excel. Preciso de dicas e solução de problemas para o Office 365.,Cloud & Serviços Digitais
412,Problemas de Conectividade e Desempenho do Wi-Fi com o Roteador Cisco,"Prezado Suporte ao Cliente,

Estou escrevendo para expressar preocupações sobre problemas contínuos de conectividade do Wi-Fi atribuídos ao nosso Roteador Cisco ISR4331. Nas últimas semanas, temos enfrentado quedas regulares de desempenho, que suspeitamos serem devido a uma má configuração do roteador. Essas interrupções estão impactando significativamente a confiabilidade de nossa rede empresarial e, portanto, nossas operações comerciais.

Apesar das tentativas de resolver o problema por meio de várias medidas de solução de problemas, o problema persiste, levando a interrupções que afetam nossa eficiência de trabalho. Solicitamos gentilmente sua ajuda para resolver essa questão como prioridade. Você poderia, por favor, aconselhar sobre soluções potenciais ou agendar uma visita técnica na primeira conveniência?

Obrigado pela sua atenção imediata a esta questão urgente.

Atenciosamente,

<name>

<email_address>

<tel_num>",Infraestrutura de Rede
